# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA	ALIGNMENT
1500	*sūganan	zuigen	Dutch	411	z œy ɣ ə	zœyɣə	z œy ɣ ə -
#
1364	*sūpanan	*sūpanan	Proto-Germanic	374	s uː p a n	suːpanan	s uː p a n
1365	*sūpanan	saufen	German	374	z au f ə n	zaufən	z au f ə n
1366	*sūpanan	sup	English	374	s ʌ p	sʌp	s ʌ p - -
1367	*sūpanan	zuipen	Dutch	374	z œy p ə	zœypə	z œy p ə -
#
1589	*taiknan	*taiknan	Proto-Germanic	436	t ai k n	taiknan	t ai k - n
1590	*taiknan	Zeichen	German	436	t͡s ai x ə n	t͡saixən	t͡s ai x ə n
1591	*taiknan	token	English	436	t əʊ k ə n	təʊkən	t əʊ k ə n
1592	*taiknan	teken	Dutch	436	t eː k ə	teːkə	t eː k ə -
#
1720	*taixwō	*taixwō	Proto-Germanic	472	t ai x w oː	taixwoː	t ai x w oː
1721	*taixwō	Zehe	German	472	t͡s eːə	t͡seːə	t͡s eːə - - -
1722	*taixwō	toe	English	472	t əʊ	təʊ	t əʊ - - -
1723	*taixwō	teen	Dutch	472	t eː n	teːn	t eː n - -
#
1185	*talaz	*talaz	Proto-Germanic	325	t a l	talaz	t a l
1186	*talaz	Zahl	German	325	t͡s aː l	t͡saːl	t͡s aː l
1187	*talaz	taal	Dutch	325	t aː l	taːl	t aː l
#
1202	*tangō	*tangō	Proto-Germanic	330	t a n g oː	tangoː	t a n g oː
1203	*tangō	Zange	German	330	t͡s a ŋ ə	t͡saŋə	t͡s a ŋ - ə
1204	*tangō	tongs	English	330	t ɔ ŋ z	tɔŋz	t ɔ ŋ z -
1205	*tangō	tang	Dutch	330	t ɑ ŋ	tɑŋ	t ɑ ŋ - -
#
327	*tappōn	*tappōn	Proto-Germanic	91	t a pp oː n	tappoːn	t a pp oː n
328	*tappōn	Zapfen	German	91	t͡s a p͡f ə n	t͡sap͡fən	t͡s a p͡f ə n
329	*tappōn	tap	English	91	t æ p	tæp	t æ p - -
330	*tappōn	tap	Dutch	91	t ɑ p	tɑp	t ɑ p - -
#
1386	*tauxmaz	*tauxmaz	Proto-Germanic	380	t au x m	tauxmaz	t au x m
1387	*tauxmaz	Zaum	German	380	t͡s au m	t͡saum	t͡s au - m
1388	*tauxmaz	team	English	380	t iː m	tiːm	t iː - m
1389	*tauxmaz	toom	Dutch	380	t oː m	toːm	t oː - m
#
812	*temran	*temran	Proto-Germanic	223	t e m r	temran	t e m - - r
813	*temran	Zimmer	German	223	t͡s ɪ m ə r	t͡sɪmər	t͡s ɪ m - ə r
814	*temran	timber	English	223	t ɪ m b ə r	tɪmbər	t ɪ m b ə r
#
860	*texun	*texun	Proto-Germanic	237	t e x u n	texun	t e x u n
861	*texun	zehn	German	237	t͡s eː n	t͡seːn	t͡s eː - - n
862	*texun	ten	English	237	t ɛ n	tɛn	t ɛ - - n
863	*texun	tien	Dutch	237	t iː n	tiːn	t iː - - n
#
978	*tikkōn	*tikkōn	Proto-Germanic	269	t i kk oː n	tikkoːn	t i kk oː n
979	*tikkōn	Zecke	German	269	t͡s ɛ k ə	t͡sɛkə	t͡s ɛ k ə -
980	*tikkōn	tick	English	269	t ɪ k	tɪk	t ɪ k - -
981	*tikkōn	teek	Dutch	269	t eː k	teːk	t eː k - -
#
1681	*tredanan	*tredanan	Proto-Germanic	461	t r e d a n	tredanan	t r e d a n
1682	*tredanan	treten	German	461	t r eː t ə n	treːtən	t r eː t ə n
1683	*tredanan	tread	English	461	t r ɛ d	trɛd	t r ɛ d - -
1684	*tredanan	treden	Dutch	461	t r eː d ə	treːdə	t r eː d ə -
#
1216	*trugan	*trugan	Proto-Germanic	334	t r u g	trugan	t r u g
1217	*trugan	Trog	German	334	t r oː k	troːk	t r oː k
1218	*trugan	trough	English	334	t r ɔ f	trɔf	t r ɔ f
#
1673	*tungōn	*tungōn	Proto-Germanic	459	t u n g oː n	tungoːn	t u n g oː n
1674	*tungōn	Zunge	German	459	t͡s ʊ ŋ ə	t͡sʊŋə	t͡s ʊ ŋ - ə -
1675	*tungōn	tongue	English	459	t ʌ ŋ	tʌŋ	t ʌ ŋ - - -
1676	*tungōn	tong	Dutch	459	t ɔ ŋ	tɔŋ	t ɔ ŋ - - -
#
1256	*tuxtiz	*tuxtiz	Proto-Germanic	345	t u x t	tuxtiz	t u x t
1257	*tuxtiz	Zucht	German	345	t͡s ʊ x t	t͡sʊxt	t͡s ʊ x t
1258	*tuxtiz	tucht	Dutch	345	t ʉ x t	tʉxt	t ʉ x t
#
957	*tīdiz	*tīdiz	Proto-Germanic	263	t iː d	tiːdiz	t iː d
958	*tīdiz	Zeit	German	263	t͡s ai t	t͡sait	t͡s ai t
959	*tīdiz	tide	English	263	t aɪ d	taɪd	t aɪ d
960	*tīdiz	tijd	Dutch	263	t ɛɪ t	tɛɪt	t ɛɪ t
#
1739	*tūnan	*tūnan	Proto-Germanic	477	t uː n	tuːnan	t uː n
1740	*tūnan	Zaun	German	477	t͡s au n	t͡saun	t͡s au n
1741	*tūnan	town	English	477	t aʊ n	taʊn	t aʊ n
1742	*tūnan	tuin	Dutch	477	t œy n	tœyn	t œy n
#
1009	*ufnaz	*ufnaz	Proto-Germanic	277	u f n	ufnaz	u f - n
1010	*ufnaz	Ofen	German	277	oː f ə n	oːfən	oː f ə n
1011	*ufnaz	oven	English	277	ʌ v ṇ	ʌvṇ	ʌ v ṇ -
1012	*ufnaz	oven	Dutch	277	oː v ə	oːvə	oː v ə -
#
507	*utraz	*utraz	Proto-Germanic	139	u t r	utraz	u t - r
508	*utraz	Otter	German	139	ɔ t ə r	ɔtər	ɔ t ə r
509	*utraz	adder	English	139	æ d ə r	ædər	æ d ə r
510	*utraz	adder	Dutch	139	ɑ d ə r	ɑdər	ɑ d ə r
#
683	*uxsōn	*uxsōn	Proto-Germanic	188	u x s oː n	uxsoːn	u x s oː n
684	*uxsōn	Ochse	German	188	ɔ k s ə	ɔksə	ɔ k s ə -
685	*uxsōn	ox	English	188	ɔ k s	ɔks	ɔ k s - -
686	*uxsōn	os	Dutch	188	ɔ s	ɔs	ɔ - s - -
#
819	*uzdaz	*uzdaz	Proto-Germanic	225	u z d	uzdaz	u z d
820	*uzdaz	Ort	German	225	ɔ r t	ɔrt	ɔ r t
821	*uzdaz	oord	Dutch	225	oː r t	oːrt	oː r t
#
1276	*wabsaz	*wabsaz	Proto-Germanic	351	w a b s	wabsaz	w a - b s
1277	*wabsaz	Wespe	German	351	v ɛ s p ə	vɛspə	v ɛ s p ə
1278	*wabsaz	wasp	English	351	ʋ ɔ s p	ʋɔsp	ʋ ɔ s p -
1279	*wabsaz	wesp	Dutch	351	ʋ ɛ s p	ʋɛsp	ʋ ɛ s p -
#
1013	*wadan	*wadan	Proto-Germanic	278	w a d	wadan	w a d
1014	*wadan	Watt	German	278	v a t	vat	v a t
1015	*wadan	wad	Dutch	278	ʋ ɑ t	ʋɑt	ʋ ɑ t
#
653	*wadanan	*wadanan	Proto-Germanic	180	w a d a n	wadanan	w a d a n
654	*wadanan	waten	German	180	v aː t ə n	vaːtən	v aː t ə n
655	*wadanan	wade	English	180	ʋ eɪ d	ʋeɪd	ʋ eɪ d - -
656	*wadanan	waden	Dutch	180	ʋ aː d ə	ʋaːdə	ʋ aː d ə -
#
634	*wagnaz	*wagnaz	Proto-Germanic	175	w a g n	wagnaz	w a g - n
635	*wagnaz	Wagen	German	175	v aː ɡ ə n	vaːɡən	v aː ɡ ə n
636	*wagnaz	wain	English	175	ʋ eɪ n	ʋeɪn	ʋ eɪ - - n
637	*wagnaz	wagen	Dutch	175	ʋ aː ɣ ə	ʋaːɣə	ʋ aː ɣ ə -
#
687	*wainōjanan	*wainōjanan	Proto-Germanic	189	w ai n oː j a n	wainoːjanan	w ai n oː j a n
688	*wainōjanan	weinen	German	189	v ai n ə n	vainən	v ai n ə - - n
689	*wainōjanan	whine	English	189	ʋ aɪ n	ʋaɪn	ʋ aɪ n - - - -
#
1269	*waiθiz	*waiθiz	Proto-Germanic	349	w ai θ	waiθiz	w ai θ -
1270	*waiθiz	Weide	German	349	v ai d ə	vaidə	v ai d ə
1271	*waiθiz	withy	English	349	ʋ ɪ ð ɪ	ʋɪðɪ	ʋ ɪ ð ɪ
1272	*waiθiz	weide	Dutch	349	ʋ ɛɪ d ə	ʋɛɪdə	ʋ ɛɪ d ə
#
161	*wakjanan	*wakjanan	Proto-Germanic	46	w a k j a n	wakjanan	w a k j a n
162	*wakjanan	wecken	German	46	v ɛ k ə n	vɛkən	v ɛ k - ə n
163	*wakjanan	wekken	Dutch	46	ʋ ɛ k ə	ʋɛkə	ʋ ɛ k - ə -
#
1038	*wakēnan	*wakēnan	Proto-Germanic	285	w a k eː n	wakeːnan	w a k eː n
1039	*wakēnan	wachen	German	285	v a x ə n	vaxən	v a x ə n
1040	*wakēnan	wake	English	285	ʋ eɪ k	ʋeɪk	ʋ eɪ k - -
1041	*wakēnan	waken	Dutch	285	ʋ aː k ə	ʋaːkə	ʋ aː k ə -
#
410	*walaz	*walaz	Proto-Germanic	113	w a l	walaz	w a l
411	*walaz	Wal	German	113	v aː l	vaːl	v aː l
412	*walaz	whale	English	113	ʋ eɪ l	ʋeɪl	ʋ eɪ l
413	*walaz	wal	Dutch	113	ʋ ɑ l	ʋɑl	ʋ ɑ l
#
1263	*waldanan	*waldanan	Proto-Germanic	347	w a l d a n	waldanan	w a l d a n
1264	*waldanan	walten	German	347	v a l t ə n	valtən	v a l t ə n
1265	*waldanan	wield	English	347	ʋ iː l d	ʋiːld	ʋ iː l d - -
#
1661	*waljanan	*waljanan	Proto-Germanic	456	w a l j a n	waljanan	w a l j a n
1662	*waljanan	wollen	German	456	v ɔ l ə n	vɔlən	v ɔ l - ə n
1663	*waljanan	will	English	456	ʋ ɪ l	ʋɪl	ʋ ɪ l - - -
1664	*waljanan	willen	Dutch	456	ʋ ɪ l ə	ʋɪlə	ʋ ɪ l - ə -
#
701	*walθuz	*walθuz	Proto-Germanic	193	w a l θ	walθuz	w a l θ
702	*walθuz	Wald	German	193	v a l t	valt	v a l t
703	*walθuz	wold	English	193	ʋ əʊ l d	ʋəʊld	ʋ əʊ l d
704	*walθuz	woud	Dutch	193	ʋ ɑu t	ʋɑut	ʋ ɑu - t
#
1432	*wangon	*wangon	Proto-Germanic	392	w a n g o n	wangon	w a n g o n
1433	*wangon	Wange	German	392	v a ŋ ə	vaŋə	v a ŋ - ə -
1434	*wangon	wang	Dutch	392	ʋ ɑ ŋ	ʋɑŋ	ʋ ɑ ŋ - - -
#
1766	*warpan	*warpan	Proto-Germanic	484	w a r p	warpan	w a r p -
1767	*warpan	Werft	German	484	v ɛ r f t	vɛrft	v ɛ r f t
1768	*warpan	warp	English	484	ʋ ɔː p	ʋɔːp	ʋ ɔː - p -
1769	*warpan	werf	Dutch	484	ʋ ɛ r f	ʋɛrf	ʋ ɛ r f -
#
1266	*wasjanan	*wasjanan	Proto-Germanic	348	w a s j a n	wasjanan	w a s j a n
1267	*wasjanan	wehren	German	348	v eː r ə n	veːrən	v eː r - ə n
1268	*wasjanan	weren	Dutch	348	ʋ eː r ə	ʋeːrə	ʋ eː r - ə -
#
998	*waskanan	*waskanan	Proto-Germanic	274	w a s k a n	waskanan	w a s k a n
999	*waskanan	waschen	German	274	v a ʃ ə n	vaʃən	v a ʃ - ə n
1000	*waskanan	wash	English	274	ʋ ɔ ʃ	ʋɔʃ	ʋ ɔ ʃ - - -
1001	*waskanan	wassen	Dutch	274	ʋ ɑ s ə	ʋɑsə	ʋ ɑ s - ə -
#
1129	*watnan	*watnan	Proto-Germanic	310	w a t n	watnan	w a t - n
1130	*watnan	Wasser	German	310	v a s ə r	vasər	v a s ə r
1131	*watnan	water	English	310	ʋ ɔː t ə r	ʋɔːtər	ʋ ɔː t ə r
1132	*watnan	water	Dutch	310	ʋ aː t ə r	ʋaːtər	ʋ aː t ə r
#
846	*waxsan	*waxsan	Proto-Germanic	233	w a x s	waxsan	w a x s
847	*waxsan	Wachs	German	233	v a k s	vaks	v a k s
848	*waxsan	wax	English	233	ʋ æ k s	ʋæks	ʋ æ k s
849	*waxsan	was	Dutch	233	ʋ ɑ s	ʋɑs	ʋ ɑ - s
#
693	*waxsanan	*waxsanan	Proto-Germanic	191	w a x s a n	waxsanan	w a x s a n
694	*waxsanan	wachsen	German	191	v a k s ə n	vaksən	v a k s ə n
695	*waxsanan	wax	English	191	ʋ æ k s	ʋæks	ʋ æ k s - -
696	*waxsanan	wassen	Dutch	191	ʋ ɑ s ə	ʋɑsə	ʋ ɑ - s ə -
#
1929	*webanan	*webanan	Proto-Germanic	530	w e b a n	webanan	w e b a n
1930	*webanan	weben	German	530	v eː b ə n	veːbən	v eː b ə n
1931	*webanan	weave	English	530	ʋ iː v	ʋiːv	ʋ iː v - -
1932	*webanan	weven	Dutch	530	ʋ eː v ə	ʋeːvə	ʋ eː v ə -
#
657	*wedran	*wedran	Proto-Germanic	181	w e d r	wedran	w e d - r
658	*wedran	Wetter	German	181	v ɛ t ə r	vɛtər	v ɛ t ə r
659	*wedran	weather	English	181	ʋ ɛ ð ə r	ʋɛðər	ʋ ɛ ð ə r
660	*wedran	weder	Dutch	181	ʋ eː d ə r	ʋeːdər	ʋ eː d ə r
#
1880	*wegaz	*wegaz	Proto-Germanic	516	w e g	wegaz	w e g
1881	*wegaz	Weg	German	516	v eː k	veːk	v eː k
1882	*wegaz	way	English	516	ʋ eɪ	ʋeɪ	ʋ eɪ -
1883	*wegaz	weg	Dutch	516	ʋ ɛ x	ʋɛx	ʋ ɛ x
#
214	*weljōn	*weljōn	Proto-Germanic	60	w e l j oː n	weljoːn	w e l j oː n
215	*weljōn	Wille	German	60	v ɪ l ə	vɪlə	v ɪ l - ə -
216	*weljōn	will	English	60	ʋ ɪ l	ʋɪl	ʋ ɪ l - - -
217	*weljōn	wil	Dutch	60	ʋ ɪ l	ʋɪl	ʋ ɪ l - - -
#
897	*wendanan	*wendanan	Proto-Germanic	247	w e n d a n	wendanan	w e n d a n
898	*wendanan	winden	German	247	v ɪ n d ə n	vɪndən	v ɪ n d ə n
899	*wendanan	wind	English	247	ʋ ɪ n d	ʋɪnd	ʋ ɪ n d - -
900	*wendanan	winden	Dutch	247	ʋ ɪ n d ə	ʋɪndə	ʋ ɪ n d ə -
#
274	*wentruz	*wentruz	Proto-Germanic	76	w e n t r	wentruz	w e n t - r
275	*wentruz	Winter	German	76	v ɪ n t ə r	vɪntər	v ɪ n t ə r
276	*wentruz	winter	English	76	ʋ ɪ n t ə r	ʋɪntər	ʋ ɪ n t ə r
277	*wentruz	winter	Dutch	76	ʋ ɪ n t ə r	ʋɪntər	ʋ ɪ n t ə r
#
792	*werduz	*werduz	Proto-Germanic	217	w e r d	werduz	w e r d
793	*werduz	Wirt	German	217	v ɪ r t	vɪrt	v ɪ r t
794	*werduz	waard	Dutch	217	ʋ aː r t	ʋaːrt	ʋ aː r t
#
1559	*werpanan	*werpanan	Proto-Germanic	428	w e r p a n	werpanan	w e r p a n
1560	*werpanan	werfen	German	428	v ɛ r f ə n	vɛrfən	v ɛ r f ə n
1561	*werpanan	warp	English	428	ʋ ɔː p	ʋɔːp	ʋ ɔː - p - -
1562	*werpanan	werpen	Dutch	428	ʋ ɛ r p ə	ʋɛrpə	ʋ ɛ r p ə -
#
765	*werθanan	*werθanan	Proto-Germanic	210	w e r θ a n	werθanan	w e r θ a n
766	*werθanan	werden	German	210	v eː r d ə n	veːrdən	v eː r d ə n
767	*werθanan	worden	Dutch	210	ʋ ɔ r d ə	ʋɔrdə	ʋ ɔ r d ə -
#
1491	*weslon	*weslon	Proto-Germanic	409	w e s l o n	weslon	w e s l o n
1492	*weslon	Wiesel	German	409	v iː z ə l	viːzəl	v iː z - ə l
1493	*weslon	weasel	English	409	ʋ iː z ḷ	ʋiːzḷ	ʋ iː z - ḷ -
1494	*weslon	wezel	Dutch	409	ʋ eː z ə l	ʋeːzəl	ʋ eː z - ə l
#
1318	*westanē	*westanē	Proto-Germanic	362	w e s t a n eː	westaneː	w e s t a n eː
1319	*westanē	Westen	German	362	v ɛ s t ə n	vɛstən	v ɛ s t ə n -
1320	*westanē	west	English	362	ʋ ɛ s t	ʋɛst	ʋ ɛ s t - - -
1321	*westanē	westen	Dutch	362	ʋ ɛ s t ə	ʋɛstə	ʋ ɛ s t ə - -
#
1104	*wextiz	*wextiz	Proto-Germanic	303	w e x t	wextiz	w e x t
1105	*wextiz	Wicht	German	303	v ɪ x t	vɪxt	v ɪ x t
1106	*wextiz	wight	English	303	ʋ aɪ t	ʋaɪt	ʋ aɪ - t
#
194	*widuwōn	*widuwōn	Proto-Germanic	55	w i d u w oː n	widuwoːn	w i d u w oː n
195	*widuwōn	Witwe	German	55	v ɪ t v ə	vɪtvə	v ɪ t - v ə -
196	*widuwōn	widow	English	55	ʋ ɪ d əʊ	ʋɪdəʊ	ʋ ɪ d əʊ - - -
197	*widuwōn	weduwe	Dutch	55	ʋ eː d yː ʋ ə	ʋeːdyːʋə	ʋ eː d yː ʋ ə -
#
139	*wiraz	*wiraz	Proto-Germanic	39	w i r	wiraz	w i r
140	*wiraz	Wehr	German	39	v eː r	veːr	v eː r
141	*wiraz	weer	Dutch	39	ʋ eː r	ʋeːr	ʋ eː r
#
1375	*wixslan	*wixslan	Proto-Germanic	377	w i x s l	wixslan	w i x s - l
1376	*wixslan	Wechsel	German	377	v ɛ k s ə l	vɛksəl	v ɛ k s ə l
1377	*wixslan	wissel	Dutch	377	ʋ ɪ s ə l	ʋɪsəl	ʋ ɪ - s ə l
#
504	*wokraz	*wokraz	Proto-Germanic	138	w o k r	wokraz	w o k - r
505	*wokraz	Wucher	German	138	v uː x ə r	vuːxər	v uː x ə r
506	*wokraz	woeker	Dutch	138	ʋ uː k ə r	ʋuːkər	ʋ uː k ə r
#
994	*wrenganan	*wrenganan	Proto-Germanic	273	w r e n g a n	wrenganan	w r e n g a n
995	*wrenganan	ringen	German	273	r ɪ ŋ ə n	rɪŋən	- r ɪ ŋ - ə n
996	*wrenganan	wring	English	273	r ɪ ŋ	rɪŋ	- r ɪ ŋ - - -
997	*wrenganan	wringen	Dutch	273	ʋ r ɪ ŋ ə	ʋrɪŋə	ʋ r ɪ ŋ - ə -
#
1524	*wulfaz	*wulfaz	Proto-Germanic	418	w u l f	wulfaz	w u l f
1525	*wulfaz	Wolf	German	418	v ɔ l f	vɔlf	v ɔ l f
1526	*wulfaz	wolf	English	418	ʋ ʊ l f	ʋʊlf	ʋ ʊ l f
1527	*wulfaz	wolf	Dutch	418	ʋ ɔ l f	ʋɔlf	ʋ ɔ l f
#
1693	*wulknan	*wulknan	Proto-Germanic	464	w u l k n	wulknan	w u l k n
1694	*wulknan	Wolke	German	464	v ɔ l k ə	vɔlkə	v ɔ l k ə
1695	*wulknan	wolk	Dutch	464	ʋ ɔ l k	ʋɔlk	ʋ ɔ l k -
#
1483	*wullo	*wullo	Proto-Germanic	407	w u ll o	wullo	w u ll o
1484	*wullo	Wolle	German	407	v ɔ l ə	vɔlə	v ɔ l ə
1485	*wullo	wool	English	407	ʋ ʊ l	ʋʊl	ʋ ʊ l -
1486	*wullo	wol	Dutch	407	ʋ ɔ l	ʋɔl	ʋ ɔ l -
#
1048	*wundran	*wundran	Proto-Germanic	288	w u n d r	wundran	w u n d - r
1049	*wundran	Wunder	German	288	v ʊ n d ə r	vʊndər	v ʊ n d ə r
1050	*wundran	wonder	English	288	ʋ ʌ n d ə r	ʋʌndər	ʋ ʌ n d ə r
1051	*wundran	wonder	Dutch	288	ʋ ɔ n d ə r	ʋɔndər	ʋ ɔ n d ə r
#
232	*wurdan	*wurdan	Proto-Germanic	65	w u r d	wurdan	w u r d
233	*wurdan	Wort	German	65	v ɔ r t	vɔrt	v ɔ r t
234	*wurdan	word	English	65	ʋ ɜː d	ʋɜːd	ʋ ɜː - d
235	*wurdan	woord	Dutch	65	ʋ oː r t	ʋoːrt	ʋ oː r t
#
1848	*wurdjan	*wurdjan	Proto-Germanic	507	w u r d j	wurdjan	- - - w u r d j
1849	*wurdjan	Antwort	German	507	a n t v ɔ r t	antvɔrt	a n t v ɔ r t -
1850	*wurdjan	antwoord	Dutch	507	ɑ n t ʋ oː r t	ɑntʋoːrt	ɑ n t ʋ oː r t -
#
399	*wēgiz	*wēgiz	Proto-Germanic	110	w eː g	weːgiz	w eː g -
400	*wēgiz	Waage	German	110	v aː ɡ ə	vaːɡə	v aː ɡ ə
401	*wēgiz	waag	Dutch	110	ʋ aː x	ʋaːx	ʋ aː x -
#
1042	*wējanan	*wējanan	Proto-Germanic	286	w eː j a n	weːjanan	w eː j a n
1043	*wējanan	wehen	German	286	v eːə n	veːən	v eːə - - n
1044	*wējanan	waaien	Dutch	286	ʋ aː j ə	ʋaːjə	ʋ aː j ə -
#
673	*wēpnan	*wēpnan	Proto-Germanic	185	w eː p n	weːpnan	w eː p - n
674	*wēpnan	Waffe	German	185	v a f ə	vafə	v a f ə -
675	*wēpnan	weapon	English	185	ʋ ɛ p ə n	ʋɛpən	ʋ ɛ p ə n
676	*wēpnan	wapen	Dutch	185	ʋ aː p ə	ʋaːpə	ʋ aː p ə -
#
1	*wīban	*wīban	Proto-Germanic	1	w iː b	wiːban	w iː b
2	*wīban	Weib	German	1	v ai p	vaip	v ai p
3	*wīban	wife	English	1	ʋ aɪ f	ʋaɪf	ʋ aɪ f
4	*wīban	wijf	Dutch	1	ʋ ɛɪ f	ʋɛɪf	ʋ ɛɪ f
#
1288	*wīgjanan	*wīgjanan	Proto-Germanic	354	w iː g j a n	wiːgjanan	w iː g j a n
1289	*wīgjanan	weihen	German	354	v aiə n	vaiən	v aiə - - - n
1290	*wīgjanan	wijden	Dutch	354	ʋ ɛɪ d ə	ʋɛɪdə	ʋ ɛɪ d - ə -
#
805	*wīsjanan	*wīsjanan	Proto-Germanic	221	w iː s j a n	wiːsjanan	w iː s j a n
806	*wīsjanan	weisen	German	221	v ai z ə n	vaizən	v ai z - ə n
807	*wīsjanan	wijzen	Dutch	221	ʋ ɛɪ z ə	ʋɛɪzə	ʋ ɛɪ z - ə -
#
967	*xabrōn	*xabrōn	Proto-Germanic	266	x a b r oː n	xabroːn	x a b r oː n
968	*xabrōn	Hafer	German	266	h aː f ə r	haːfər	h aː f - ə r
969	*xabrōn	haver	Dutch	266	h aː v ə r	haːvər	h aː v - ə r
#
1794	*xabukaz	*xabukaz	Proto-Germanic	492	x a b u k	xabukaz	x a b u k -
1795	*xabukaz	Habicht	German	492	h aː b ɪ x t	haːbɪxt	h aː b ɪ x t
1796	*xabukaz	hawk	English	492	h ɔː k	hɔːk	h ɔː - - k -
1797	*xabukaz	havik	Dutch	492	h aː v ɪ k	haːvɪk	h aː v ɪ k -
#
1334	*xabēnan	*xabēnan	Proto-Germanic	366	x a b eː n	xabeːnan	x a b eː n
1335	*xabēnan	haben	German	366	h aː b ə n	haːbən	h aː b ə n
1336	*xabēnan	have	English	366	h æ v	hæv	h æ v - -
1337	*xabēnan	hebben	Dutch	366	h ɛ b ə	hɛbə	h ɛ b ə -
#
61	*xaftjan	*xaftjan	Proto-Germanic	18	x a f t j	xaftjan	x a f t j
62	*xaftjan	Heft	German	18	h ɛ f t	hɛft	h ɛ f t -
63	*xaftjan	hecht	Dutch	18	h ɛ x t	hɛxt	h ɛ x t -
#
383	*xagjaz	*xagjaz	Proto-Germanic	106	x a g j	xagjaz	x a g j
384	*xagjaz	Hecke	German	106	h ɛ k ə	hɛkə	h ɛ k ə
385	*xagjaz	hedge	English	106	h ɛ ʤ	hɛʤ	h ɛ ʤ -
386	*xagjaz	heg	Dutch	106	h ɛ x	hɛx	h ɛ x -
#
1002	*xaglan	*xaglan	Proto-Germanic	275	x a g l	xaglan	x a g - l
1003	*xaglan	Hagel	German	275	h aː ɡ ə l	haːɡəl	h aː ɡ ə l
1004	*xaglan	hail	English	275	h eɪ l	heɪl	h eɪ - - l
1005	*xaglan	hagel	Dutch	275	h aː ɣ ə l	haːɣəl	h aː ɣ ə l
#
753	*xagōn	*xagōn	Proto-Germanic	207	x a g oː n	xagoːn	x a g oː n
754	*xagōn	Hag	German	207	h aː k	haːk	h aː k - -
755	*xagōn	haw	English	207	h ɔː	hɔː	h ɔː - - -
756	*xagōn	haag	Dutch	207	h aː x	haːx	h aː x - -
#
186	*xailjanan	*xailjanan	Proto-Germanic	53	x ai l j a n	xailjanan	x ai l j a n
187	*xailjanan	heilen	German	53	h ai l ə n	hailən	h ai l - ə n
188	*xailjanan	heal	English	53	h iː l	hiːl	h iː l - - -
189	*xailjanan	helen	Dutch	53	h eː l ə	heːlə	h eː l - ə -
#
9	*xaimaz	*xaimaz	Proto-Germanic	3	x ai m	xaimaz	x ai m
10	*xaimaz	Heim	German	3	h ai m	haim	h ai m
11	*xaimaz	home	English	3	h əʊ m	həʊm	h əʊ m
12	*xaimaz	heem	Dutch	3	h eː m	heːm	h eː m
#
565	*xaiθiz	*xaiθiz	Proto-Germanic	155	x ai θ	xaiθiz	x ai θ -
566	*xaiθiz	Heide	German	155	h ai d ə	haidə	h ai d ə
567	*xaiθiz	heath	English	155	h iː θ	hiːθ	h iː θ -
#
1248	*xaldanan	*xaldanan	Proto-Germanic	343	x a l d a n	xaldanan	x a l d a n
1249	*xaldanan	halten	German	343	h a l t ə n	haltən	h a l t ə n
1250	*xaldanan	hold	English	343	h əʊ l d	həʊld	h əʊ l d - -
1251	*xaldanan	houden	Dutch	343	h ɑu d ə	hɑudə	h ɑu - d ə -
#
1465	*xaliθz	*xaliθz	Proto-Germanic	401	x a l i θ z	xaliθz	x a l i θ z
1466	*xaliθz	Held	German	401	h ɛ l t	hɛlt	h ɛ l - t -
1467	*xaliθz	held	Dutch	401	h ɛ l t	hɛlt	h ɛ l - t -
#
1780	*xallō	*xallō	Proto-Germanic	488	x a ll oː	xalloː	x a ll oː
1781	*xallō	Halle	German	488	h a l ə	halə	h a l ə
1782	*xallō	hall	English	488	h ɔː l	hɔːl	h ɔː l -
1783	*xallō	hal	Dutch	488	h ɑ l	hɑl	h ɑ l -
#
51	*xalmaz	*xalmaz	Proto-Germanic	15	x a l m	xalmaz	x a l m
52	*xalmaz	Halm	German	15	h a l m	halm	h a l m
53	*xalmaz	halm	Dutch	15	h ɑ l m	hɑlm	h ɑ l m
#
304	*xalsaz	*xalsaz	Proto-Germanic	85	x a l s	xalsaz	x a l s
305	*xalsaz	Hals	German	85	h a l s	hals	h a l s
306	*xalsaz	hals	Dutch	85	h ɑ l s	hɑls	h ɑ l s
#
435	*xamaraz	*xamaraz	Proto-Germanic	120	x a m a r	xamaraz	x a m a r
436	*xamaraz	Hammer	German	120	h a m ə r	hamər	h a m ə r
437	*xamaraz	hammer	English	120	h æ m ə r	hæmər	h æ m ə r
438	*xamaraz	hamer	Dutch	120	h aː m ə r	haːmər	h aː m ə r
#
529	*xandlōjanan	*xandlōjanan	Proto-Germanic	145	x a n d l oː j a n	xandloːjanan	x a n d l oː j a n
530	*xandlōjanan	handeln	German	145	h a n d ə l n	handəln	h a n d - ə l - n
531	*xandlōjanan	handle	English	145	h æ n d ḷ	hændḷ	h æ n d - ḷ - - -
532	*xandlōjanan	handelen	Dutch	145	h ɑ n d ə l ə	hɑndələ	h ɑ n d - ə l ə -
#
391	*xanduz	*xanduz	Proto-Germanic	108	x a n d	xanduz	x a n d
392	*xanduz	Hand	German	108	h a n t	hant	h a n t
393	*xanduz	hand	English	108	h æ n d	hænd	h æ n d
394	*xanduz	hand	Dutch	108	h ɑ n t	hɑnt	h ɑ n t
#
