# Wordlist

# DATA
ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	ALIGNMENT
1899	Proto-Germanic	*stukkaz	*stukkaz	stukkaz	s t u kk a z	521	s t u kk a z
1900	German	*stukkaz	Stock	ʃtɔk	ʃ t ɔ k	521	ʃ t ɔ k - -
1901	English	*stukkaz	stock	stɔk	s t ɔ k	521	s t ɔ k - -
1902	Dutch	*stukkaz	stok	stɔk	s t ɔ k	521	s t ɔ k - -
#
592	Proto-Germanic	*sturkaz	*sturkaz	sturkaz	s t u r k a z	163	s t u r k a z
593	German	*sturkaz	Storch	ʃtɔrx	ʃ t ɔ r x	163	ʃ t ɔ r x - -
594	English	*sturkaz	stork	stɔːk	s t ɔː k	163	s t ɔː - k - -
#
669	Proto-Germanic	*sturmaz	*sturmaz	sturmaz	s t u r m a z	184	s t u r m a z
670	German	*sturmaz	Sturm	ʃtʊrm	ʃ t ʊ r m	184	ʃ t ʊ r m - -
671	English	*sturmaz	storm	stɔːm	s t ɔː m	184	s t ɔː - m - -
672	Dutch	*sturmaz	storm	stɔrm	s t ɔ r m	184	s t ɔ r m - -
#
540	Proto-Germanic	*stēnan	*stēnan	steːnan	s t eː n a n	148	s t eː n a n
541	German	*stēnan	stehen	ʃteːən	ʃ t eːə n	148	ʃ t - - eːə n
542	Dutch	*stēnan	staan	staːn	s t aː n	148	s t - - aː n
#
439	Proto-Germanic	*stīganan	*stīganan	stiːganan	s t iː g a n a n	121	s t iː g a n a n
440	German	*stīganan	steigen	ʃtaiɡən	ʃ t ai ɡ ə n	121	ʃ t ai ɡ ə - - n
441	Dutch	*stīganan	stijgen	stɛɪɣə	s t ɛɪ ɣ ə	121	s t ɛɪ ɣ ə - - -
#
605	Proto-Germanic	*stōdan	*stōdan	stoːdan	s t oː d a n	167	s t oː d a n
606	German	*stōdan	Stute	ʃtuːtə	ʃ t uː t ə	167	ʃ t uː t ə -
607	English	*stōdan	stud	stʌd	s t ʌ d	167	s t ʌ d - -
#
1892	Proto-Germanic	*stōlaz	*stōlaz	stoːlaz	s t oː l a z	519	s t oː l a z
1893	German	*stōlaz	Stuhl	ʃtuːl	ʃ t uː l	519	ʃ t uː l - -
1894	English	*stōlaz	stool	stuːl	s t uː l	519	s t uː l - -
1895	Dutch	*stōlaz	stoel	stuːl	s t uː l	519	s t uː l - -
#
1869	Proto-Germanic	*sumeraz	*sumeraz	sumeraz	s u m e r a z	513	s u m e r a z
1870	German	*sumeraz	Sommer	zɔmər	z ɔ m ə r	513	z ɔ m ə r - -
1871	English	*sumeraz	summer	sʌmər	s ʌ m ə r	513	s ʌ m ə r - -
1872	Dutch	*sumeraz	zomer	zoːmər	z oː m ə r	513	z oː m ə r - -
#
1653	Proto-Germanic	*sundrōjanan	*sundrōjanan	sundroːjanan	s u n d r oː j a n a n	454	- - s u n d r oː j a n a n
1654	German	*sundrōjanan	sondern	zɔndərn	z ɔ n d ə r n	454	- - z ɔ n d - - - ə r - n
1655	English	*sundrōjanan	sunder	sʌndər	s ʌ n d ə r	454	- - s ʌ n d - - - ə r - -
1656	Dutch	*sundrōjanan	afzonderen	ɑfsɔndərə	ɑ f s ɔ n d ə r ə	454	ɑ f s ɔ n d - - - ə r ə -
#
1755	Proto-Germanic	*sunnōn	*sunnōn	sunnoːn	s u nn oː n	481	s u nn oː n
1756	German	*sunnōn	Sonne	zɔnə	z ɔ n ə	481	z ɔ n ə -
1757	English	*sunnōn	sun	sʌn	s ʌ n	481	s ʌ n - -
1758	Dutch	*sunnōn	zon	zɔn	z ɔ n	481	z ɔ n - -
#
690	Proto-Germanic	*sunuz	*sunuz	sunuz	s u n u z	190	s u n u z
691	German	*sunuz	Sohn	zoːn	z oː n	190	z oː n - -
692	Dutch	*sunuz	zoon	zoːn	z oː n	190	z oː n - -
#
1097	Proto-Germanic	*surgō	*surgō	surgoː	s u r g oː	301	s u r g oː
1098	German	*surgō	Sorge	zɔrɡə	z ɔ r ɡ ə	301	z ɔ r ɡ ə
1099	English	*surgō	sorrow	sɔrəʊ	s ɔ r əʊ	301	s ɔ r - əʊ
1100	Dutch	*surgō	zorg	zɔrx	z ɔ r x	301	z ɔ r x -
#
1458	Proto-Germanic	*suxtiz	*suxtiz	suxtiz	s u x t i z	399	s u x t i z
1459	German	*suxtiz	Sucht	zʊxt	z ʊ x t	399	z ʊ x t - -
1460	Dutch	*suxtiz	zucht	zʉxt	z ʉ x t	399	z ʉ x t - -
#
1280	Proto-Germanic	*swalgwōn	*swalgwōn	swalgwoːn	s w a l g w oː n	352	s w a l g w oː n
1281	German	*swalgwōn	Schwalbe	ʃvalbə	ʃ v a l b ə	352	ʃ v a l - b ə -
1282	English	*swalgwōn	swallow	sʋɔləʊ	s ʋ ɔ l əʊ	352	s ʋ ɔ l - - əʊ -
1283	Dutch	*swalgwōn	zwaluw	zʋaːlyːʋ	z ʋ aː l yː ʋ	352	z ʋ aː l - - yː ʋ
#
1628	Proto-Germanic	*swanaz	*swanaz	swanaz	s w a n a z	447	s w a n a z
1629	German	*swanaz	Schwan	ʃvaːn	ʃ v aː n	447	ʃ v aː n - -
1630	English	*swanaz	swan	sʋɔn	s ʋ ɔ n	447	s ʋ ɔ n - -
#
1903	Proto-Germanic	*swangwjanan	*swangwjanan	swangwjanan	s w a n g w j a n a n	522	s w a n g w j a n a n
1904	German	*swangwjanan	schwenken	ʃvɛŋkən	ʃ v ɛ ŋ k ə n	522	ʃ v ɛ ŋ k - - - - ə n
1905	Dutch	*swangwjanan	zwenken	zʋɛŋkə	z ʋ ɛ ŋ k ə	522	z ʋ ɛ ŋ k - - - - ə -
#
677	Proto-Germanic	*swellanan	*swellanan	swellanan	s w e ll a n a n	186	s w e ll a n a n
678	German	*swellanan	schwellen	ʃvɛlən	ʃ v ɛ l ə n	186	ʃ v ɛ l ə - - n
679	English	*swellanan	swell	sʋɛl	s ʋ ɛ l	186	s ʋ ɛ l - - - -
#
982	Proto-Germanic	*swemmanan	*swemmanan	swemmanan	s w e mm a n a n	270	s w e mm a n a n
983	German	*swemmanan	schwimmen	ʃvɪmən	ʃ v ɪ m ə n	270	ʃ v ɪ m ə - - n
984	English	*swemmanan	swim	sʋɪm	s ʋ ɪ m	270	s ʋ ɪ m - - - -
985	Dutch	*swemmanan	zwemmen	zʋɛmə	z ʋ ɛ m ə	270	z ʋ ɛ m ə - - -
#
206	Proto-Germanic	*swerdan	*swerdan	swerdan	s w e r d a n	58	s w e r d a n
207	German	*swerdan	Schwert	ʃveːrt	ʃ v eː r t	58	ʃ v eː r t - -
208	English	*swerdan	sword	sɔːd	s ɔː d	58	s - ɔː - d - -
209	Dutch	*swerdan	zwaard	zʋaːrt	z ʋ aː r t	58	z ʋ aː r t - -
#
1052	Proto-Germanic	*swestēr	*swestēr	swesteːr	s w e s t eː r	289	s w e s t eː r
1053	German	*swestēr	Schwester	ʃvɛstər	ʃ v ɛ s t ə r	289	ʃ v ɛ s t ə r
1054	English	*swestēr	sister	sɪstər	s ɪ s t ə r	289	s - ɪ s t ə r
1055	Dutch	*swestēr	zuster	zʉstər	z ʉ s t ə r	289	z - ʉ s t ə r
#
1075	Proto-Germanic	*swīnan	*swīnan	swiːnan	s w iː n a n	295	s w iː n a n
1076	German	*swīnan	Schwein	ʃvain	ʃ v ai n	295	ʃ v ai - - n
1077	English	*swīnan	swine	sʋaɪn	s ʋ aɪ n	295	s ʋ aɪ - - n
1078	Dutch	*swīnan	zwijn	zʋɛɪn	z ʋ ɛɪ n	295	z ʋ ɛɪ - - n
#
229	Proto-Germanic	*sīdōn	*sīdōn	siːdoːn	s iː d oː n	64	s iː d oː n
230	German	*sīdōn	Seite	zaitə	z ai t ə	64	z ai t ə -
231	English	*sīdōn	side	saɪd	s aɪ d	64	s aɪ d - -
#
799	Proto-Germanic	*sīnaz poss.	*sīnaz poss.	siːnaz_poss.	s iː n a z _ p o ss	219	s iː n a z _ p o ss
800	German	*sīnaz poss.	sein	zain	z ai n	219	z ai n - - - - - -
801	Dutch	*sīnaz poss.	zijn	zɛɪn	z ɛɪ n	219	z ɛɪ n - - - - - -
#
104	Proto-Germanic	*sōkjanan	*sōkjanan	soːkjanan	s oː k j a n a n	30	s oː k j a n a n
105	German	*sōkjanan	suchen	zuːxən	z uː x ə n	30	z uː x - - - ə n
106	English	*sōkjanan	seek	siːk	s iː k	30	s iː k - - - - -
107	Dutch	*sōkjanan	zoeken	zuːkə	z uː k ə	30	z uː k - - - ə -
#
1498	Proto-Germanic	*sūganan	*sūganan	suːganan	s uː g a n a n	411	s uː g a n a n
1499	German	*sūganan	saugen	zauɡən	z au ɡ ə n	411	z au ɡ ə - - n
1500	Dutch	*sūganan	zuigen	zœyɣə	z œy ɣ ə	411	z œy ɣ ə - - -
#
1364	Proto-Germanic	*sūpanan	*sūpanan	suːpanan	s uː p a n a n	374	s uː p a n a n
1365	German	*sūpanan	saufen	zaufən	z au f ə n	374	z au f ə - - n
1366	English	*sūpanan	sup	sʌp	s ʌ p	374	s ʌ p - - - -
1367	Dutch	*sūpanan	zuipen	zœypə	z œy p ə	374	z œy p ə - - -
#
1589	Proto-Germanic	*taiknan	*taiknan	taiknan	t ai k n a n	436	t ai k n a n
1590	German	*taiknan	Zeichen	t͡saixən	t͡s ai x ə n	436	t͡s ai x - ə n
1591	English	*taiknan	token	təʊkən	t əʊ k ə n	436	t əʊ k - ə n
1592	Dutch	*taiknan	teken	teːkə	t eː k ə	436	t eː k - ə -
#
1720	Proto-Germanic	*taixwō	*taixwō	taixwoː	t ai x w oː	472	t ai x w oː
1721	German	*taixwō	Zehe	t͡seːə	t͡s eːə	472	t͡s eːə - - -
1722	English	*taixwō	toe	təʊ	t əʊ	472	t əʊ - - -
1723	Dutch	*taixwō	teen	teːn	t eː n	472	t eː n - -
#
1185	Proto-Germanic	*talaz	*talaz	talaz	t a l a z	325	t a l a z
1186	German	*talaz	Zahl	t͡saːl	t͡s aː l	325	t͡s aː l - -
1187	Dutch	*talaz	taal	taːl	t aː l	325	t aː l - -
#
1202	Proto-Germanic	*tangō	*tangō	tangoː	t a n g oː	330	t a n g oː
1203	German	*tangō	Zange	t͡saŋə	t͡s a ŋ ə	330	t͡s a ŋ - ə
1204	English	*tangō	tongs	tɔŋz	t ɔ ŋ z	330	t ɔ ŋ z -
1205	Dutch	*tangō	tang	tɑŋ	t ɑ ŋ	330	t ɑ ŋ - -
#
327	Proto-Germanic	*tappōn	*tappōn	tappoːn	t a pp oː n	91	t a pp oː n
328	German	*tappōn	Zapfen	t͡sap͡fən	t͡s a p͡f ə n	91	t͡s a p͡f ə n
329	English	*tappōn	tap	tæp	t æ p	91	t æ p - -
330	Dutch	*tappōn	tap	tɑp	t ɑ p	91	t ɑ p - -
#
1386	Proto-Germanic	*tauxmaz	*tauxmaz	tauxmaz	t au x m a z	380	t au x m a z
1387	German	*tauxmaz	Zaum	t͡saum	t͡s au m	380	t͡s au - m - -
1388	English	*tauxmaz	team	tiːm	t iː m	380	t iː - m - -
1389	Dutch	*tauxmaz	toom	toːm	t oː m	380	t oː - m - -
#
812	Proto-Germanic	*temran	*temran	temran	t e m r a n	223	t e m r a n
813	German	*temran	Zimmer	t͡sɪmər	t͡s ɪ m ə r	223	t͡s ɪ m - ə r
814	English	*temran	timber	tɪmbər	t ɪ m b ə r	223	t ɪ m b ə r
#
860	Proto-Germanic	*texun	*texun	texun	t e x u n	237	t e x u n
861	German	*texun	zehn	t͡seːn	t͡s eː n	237	t͡s eː - - n
862	English	*texun	ten	tɛn	t ɛ n	237	t ɛ - - n
863	Dutch	*texun	tien	tiːn	t iː n	237	t iː - - n
#
978	Proto-Germanic	*tikkōn	*tikkōn	tikkoːn	t i kk oː n	269	t i kk oː n
979	German	*tikkōn	Zecke	t͡sɛkə	t͡s ɛ k ə	269	t͡s ɛ k ə -
980	English	*tikkōn	tick	tɪk	t ɪ k	269	t ɪ k - -
981	Dutch	*tikkōn	teek	teːk	t eː k	269	t eː k - -
#
1681	Proto-Germanic	*tredanan	*tredanan	tredanan	t r e d a n a n	461	t r e d a n a n
1682	German	*tredanan	treten	treːtən	t r eː t ə n	461	t r eː t ə - - n
1683	English	*tredanan	tread	trɛd	t r ɛ d	461	t r ɛ d - - - -
1684	Dutch	*tredanan	treden	treːdə	t r eː d ə	461	t r eː d ə - - -
#
1216	Proto-Germanic	*trugan	*trugan	trugan	t r u g a n	334	t r u g a n
1217	German	*trugan	Trog	troːk	t r oː k	334	t r oː k - -
1218	English	*trugan	trough	trɔf	t r ɔ f	334	t r ɔ f - -
#
1673	Proto-Germanic	*tungōn	*tungōn	tungoːn	t u n g oː n	459	t u n g oː n
1674	German	*tungōn	Zunge	t͡sʊŋə	t͡s ʊ ŋ ə	459	t͡s ʊ ŋ - ə -
1675	English	*tungōn	tongue	tʌŋ	t ʌ ŋ	459	t ʌ ŋ - - -
1676	Dutch	*tungōn	tong	tɔŋ	t ɔ ŋ	459	t ɔ ŋ - - -
#
1256	Proto-Germanic	*tuxtiz	*tuxtiz	tuxtiz	t u x t i z	345	t u x t i z
1257	German	*tuxtiz	Zucht	t͡sʊxt	t͡s ʊ x t	345	t͡s ʊ x t - -
1258	Dutch	*tuxtiz	tucht	tʉxt	t ʉ x t	345	t ʉ x t - -
#
957	Proto-Germanic	*tīdiz	*tīdiz	tiːdiz	t iː d i z	263	t iː d i z
958	German	*tīdiz	Zeit	t͡sait	t͡s ai t	263	t͡s ai t - -
959	English	*tīdiz	tide	taɪd	t aɪ d	263	t aɪ d - -
960	Dutch	*tīdiz	tijd	tɛɪt	t ɛɪ t	263	t ɛɪ t - -
#
1739	Proto-Germanic	*tūnan	*tūnan	tuːnan	t uː n a n	477	t uː n a n
1740	German	*tūnan	Zaun	t͡saun	t͡s au n	477	t͡s au - - n
1741	English	*tūnan	town	taʊn	t aʊ n	477	t aʊ - - n
1742	Dutch	*tūnan	tuin	tœyn	t œy n	477	t œy - - n
#
1009	Proto-Germanic	*ufnaz	*ufnaz	ufnaz	u f n a z	277	u f n a z
1010	German	*ufnaz	Ofen	oːfən	oː f ə n	277	oː f - ə n
1011	English	*ufnaz	oven	ʌvṇ	ʌ v ṇ	277	ʌ v ṇ - -
1012	Dutch	*ufnaz	oven	oːvə	oː v ə	277	oː v - ə -
#
507	Proto-Germanic	*utraz	*utraz	utraz	u t r a z	139	u t r a z
508	German	*utraz	Otter	ɔtər	ɔ t ə r	139	ɔ t - ə r
509	English	*utraz	adder	ædər	æ d ə r	139	æ d - ə r
510	Dutch	*utraz	adder	ɑdər	ɑ d ə r	139	ɑ d - ə r
#
683	Proto-Germanic	*uxsōn	*uxsōn	uxsoːn	u x s oː n	188	u x s oː n
684	German	*uxsōn	Ochse	ɔksə	ɔ k s ə	188	ɔ k s ə -
685	English	*uxsōn	ox	ɔks	ɔ k s	188	ɔ k s - -
686	Dutch	*uxsōn	os	ɔs	ɔ s	188	ɔ - s - -
#
819	Proto-Germanic	*uzdaz	*uzdaz	uzdaz	u z d a z	225	u z d a z
820	German	*uzdaz	Ort	ɔrt	ɔ r t	225	ɔ r t - -
821	Dutch	*uzdaz	oord	oːrt	oː r t	225	oː r t - -
#
1276	Proto-Germanic	*wabsaz	*wabsaz	wabsaz	w a b s a z	351	w a - b s a z
1277	German	*wabsaz	Wespe	vɛspə	v ɛ s p ə	351	v ɛ s p - ə -
1278	English	*wabsaz	wasp	ʋɔsp	ʋ ɔ s p	351	ʋ ɔ s p - - -
1279	Dutch	*wabsaz	wesp	ʋɛsp	ʋ ɛ s p	351	ʋ ɛ s p - - -
#
1013	Proto-Germanic	*wadan	*wadan	wadan	w a d a n	278	w a d a n
1014	German	*wadan	Watt	vat	v a t	278	v a t - -
1015	Dutch	*wadan	wad	ʋɑt	ʋ ɑ t	278	ʋ ɑ t - -
#
653	Proto-Germanic	*wadanan	*wadanan	wadanan	w a d a n a n	180	w a d a n a n
654	German	*wadanan	waten	vaːtən	v aː t ə n	180	v aː t ə - - n
655	English	*wadanan	wade	ʋeɪd	ʋ eɪ d	180	ʋ eɪ d - - - -
656	Dutch	*wadanan	waden	ʋaːdə	ʋ aː d ə	180	ʋ aː d ə - - -
#
634	Proto-Germanic	*wagnaz	*wagnaz	wagnaz	w a g n a z	175	w a g - n a z
635	German	*wagnaz	Wagen	vaːɡən	v aː ɡ ə n	175	v aː ɡ ə n - -
636	English	*wagnaz	wain	ʋeɪn	ʋ eɪ n	175	ʋ eɪ - - n - -
637	Dutch	*wagnaz	wagen	ʋaːɣə	ʋ aː ɣ ə	175	ʋ aː ɣ ə - - -
#
687	Proto-Germanic	*wainōjanan	*wainōjanan	wainoːjanan	w ai n oː j a n a n	189	w ai n oː j a n a n
688	German	*wainōjanan	weinen	vainən	v ai n ə n	189	v ai n ə - - - - n
689	English	*wainōjanan	whine	ʋaɪn	ʋ aɪ n	189	ʋ aɪ - - - - - - n
#
1269	Proto-Germanic	*waiθiz	*waiθiz	waiθiz	w ai θ i z	349	w ai θ i z
1270	German	*waiθiz	Weide	vaidə	v ai d ə	349	v ai d ə -
1271	English	*waiθiz	withy	ʋɪðɪ	ʋ ɪ ð ɪ	349	ʋ ɪ ð ɪ -
1272	Dutch	*waiθiz	weide	ʋɛɪdə	ʋ ɛɪ d ə	349	ʋ ɛɪ d ə -
#
161	Proto-Germanic	*wakjanan	*wakjanan	wakjanan	w a k j a n a n	46	w a k j a n a n
162	German	*wakjanan	wecken	vɛkən	v ɛ k ə n	46	v ɛ k - - - ə n
163	Dutch	*wakjanan	wekken	ʋɛkə	ʋ ɛ k ə	46	ʋ ɛ k - - - ə -
#
1038	Proto-Germanic	*wakēnan	*wakēnan	wakeːnan	w a k eː n a n	285	w a k eː n a n
1039	German	*wakēnan	wachen	vaxən	v a x ə n	285	v a x ə - - n
1040	English	*wakēnan	wake	ʋeɪk	ʋ eɪ k	285	ʋ eɪ k - - - -
1041	Dutch	*wakēnan	waken	ʋaːkə	ʋ aː k ə	285	ʋ aː k ə - - -
#
410	Proto-Germanic	*walaz	*walaz	walaz	w a l a z	113	w a l a z
411	German	*walaz	Wal	vaːl	v aː l	113	v aː l - -
412	English	*walaz	whale	ʋeɪl	ʋ eɪ l	113	ʋ eɪ l - -
413	Dutch	*walaz	wal	ʋɑl	ʋ ɑ l	113	ʋ ɑ l - -
#
1263	Proto-Germanic	*waldanan	*waldanan	waldanan	w a l d a n a n	347	w a l d a n a n
1264	German	*waldanan	walten	valtən	v a l t ə n	347	v a l t ə - - n
1265	English	*waldanan	wield	ʋiːld	ʋ iː l d	347	ʋ iː l d - - - -
#
1661	Proto-Germanic	*waljanan	*waljanan	waljanan	w a l j a n a n	456	w a l j a n a n
1662	German	*waljanan	wollen	vɔlən	v ɔ l ə n	456	v ɔ l - - - ə n
1663	English	*waljanan	will	ʋɪl	ʋ ɪ l	456	ʋ ɪ l - - - - -
1664	Dutch	*waljanan	willen	ʋɪlə	ʋ ɪ l ə	456	ʋ ɪ l - - - ə -
#
701	Proto-Germanic	*walθuz	*walθuz	walθuz	w a l θ u z	193	w a l θ u z
702	German	*walθuz	Wald	valt	v a l t	193	v a l t - -
703	English	*walθuz	wold	ʋəʊld	ʋ əʊ l d	193	ʋ əʊ l d - -
704	Dutch	*walθuz	woud	ʋɑut	ʋ ɑu t	193	ʋ ɑu - t - -
#
1432	Proto-Germanic	*wangon	*wangon	wangon	w a n g o n	392	w a n g o n
1433	German	*wangon	Wange	vaŋə	v a ŋ ə	392	v a ŋ - ə -
1434	Dutch	*wangon	wang	ʋɑŋ	ʋ ɑ ŋ	392	ʋ ɑ ŋ - - -
#
1766	Proto-Germanic	*warpan	*warpan	warpan	w a r p a n	484	w a r p a n
1767	German	*warpan	Werft	vɛrft	v ɛ r f t	484	v ɛ r f - t
1768	English	*warpan	warp	ʋɔːp	ʋ ɔː p	484	ʋ ɔː - p - -
1769	Dutch	*warpan	werf	ʋɛrf	ʋ ɛ r f	484	ʋ ɛ r f - -
#
1170	Proto-Germanic	*warto	*warto	warto	w a r t o	321	w - a r t o
1171	German	*warto	Warze	vart͡sə	v a r t͡s ə	321	v - a r t͡s ə
1172	English	*warto	wart	ʋɔːt	ʋ ɔː t	321	ʋ - ɔː - t -
1173	Dutch	*warto	wrat	ʋrɑt	ʋ r ɑ t	321	ʋ r ɑ - t -
#
1266	Proto-Germanic	*wasjanan	*wasjanan	wasjanan	w a s j a n a n	348	w a s j a n a n
1267	German	*wasjanan	wehren	veːrən	v eː r ə n	348	v eː r - - - ə n
1268	Dutch	*wasjanan	weren	ʋeːrə	ʋ eː r ə	348	ʋ eː r - - - ə -
#
998	Proto-Germanic	*waskanan	*waskanan	waskanan	w a s k a n a n	274	w a s k a n a n
999	German	*waskanan	waschen	vaʃən	v a ʃ ə n	274	v a ʃ - - - ə n
1000	English	*waskanan	wash	ʋɔʃ	ʋ ɔ ʃ	274	ʋ ɔ ʃ - - - - -
1001	Dutch	*waskanan	wassen	ʋɑsə	ʋ ɑ s ə	274	ʋ ɑ s - - - ə -
#
1129	Proto-Germanic	*watnan	*watnan	watnan	w a t n a n	310	w a t n a n
1130	German	*watnan	Wasser	vasər	v a s ə r	310	v a s - ə r
1131	English	*watnan	water	ʋɔːtər	ʋ ɔː t ə r	310	ʋ ɔː t - ə r
1132	Dutch	*watnan	water	ʋaːtər	ʋ aː t ə r	310	ʋ aː t - ə r
#
846	Proto-Germanic	*waxsan	*waxsan	waxsan	w a x s a n	233	w a x s a n
847	German	*waxsan	Wachs	vaks	v a k s	233	v a k s - -
848	English	*waxsan	wax	ʋæks	ʋ æ k s	233	ʋ æ k s - -
849	Dutch	*waxsan	was	ʋɑs	ʋ ɑ s	233	ʋ ɑ - s - -
#
693	Proto-Germanic	*waxsanan	*waxsanan	waxsanan	w a x s a n a n	191	w a x s a n a n
694	German	*waxsanan	wachsen	vaksən	v a k s ə n	191	v a k s ə - - n
695	English	*waxsanan	wax	ʋæks	ʋ æ k s	191	ʋ æ k s - - - -
696	Dutch	*waxsanan	wassen	ʋɑsə	ʋ ɑ s ə	191	ʋ ɑ - s ə - - -
#
1929	Proto-Germanic	*webanan	*webanan	webanan	w e b a n a n	530	w e b a n a n
1930	German	*webanan	weben	veːbən	v eː b ə n	530	v eː b ə - - n
1931	English	*webanan	weave	ʋiːv	ʋ iː v	530	ʋ iː v - - - -
1932	Dutch	*webanan	weven	ʋeːvə	ʋ eː v ə	530	ʋ eː v ə - - -
#
657	Proto-Germanic	*wedran	*wedran	wedran	w e d r a n	181	w e d r a n
658	German	*wedran	Wetter	vɛtər	v ɛ t ə r	181	v ɛ t - ə r
659	English	*wedran	weather	ʋɛðər	ʋ ɛ ð ə r	181	ʋ ɛ ð - ə r
660	Dutch	*wedran	weder	ʋeːdər	ʋ eː d ə r	181	ʋ eː d - ə r
#
1880	Proto-Germanic	*wegaz	*wegaz	wegaz	w e g a z	516	w e g a z
1881	German	*wegaz	Weg	veːk	v eː k	516	v eː k - -
1882	English	*wegaz	way	ʋeɪ	ʋ eɪ	516	ʋ eɪ - - -
1883	Dutch	*wegaz	weg	ʋɛx	ʋ ɛ x	516	ʋ ɛ x - -
#
214	Proto-Germanic	*weljōn	*weljōn	weljoːn	w e l j oː n	60	w e l j oː n
215	German	*weljōn	Wille	vɪlə	v ɪ l ə	60	v ɪ l - ə -
216	English	*weljōn	will	ʋɪl	ʋ ɪ l	60	ʋ ɪ l - - -
217	Dutch	*weljōn	wil	ʋɪl	ʋ ɪ l	60	ʋ ɪ l - - -
#
897	Proto-Germanic	*wendanan	*wendanan	wendanan	w e n d a n a n	247	w e n d a n a n
898	German	*wendanan	winden	vɪndən	v ɪ n d ə n	247	v ɪ n d ə - - n
899	English	*wendanan	wind	ʋɪnd	ʋ ɪ n d	247	ʋ ɪ n d - - - -
900	Dutch	*wendanan	winden	ʋɪndə	ʋ ɪ n d ə	247	ʋ ɪ n d ə - - -
#
274	Proto-Germanic	*wentruz	*wentruz	wentruz	w e n t r u z	76	w e n t r u z
275	German	*wentruz	Winter	vɪntər	v ɪ n t ə r	76	v ɪ n t - ə r
276	English	*wentruz	winter	ʋɪntər	ʋ ɪ n t ə r	76	ʋ ɪ n t - ə r
277	Dutch	*wentruz	winter	ʋɪntər	ʋ ɪ n t ə r	76	ʋ ɪ n t - ə r
#
792	Proto-Germanic	*werduz	*werduz	werduz	w e r d u z	217	w e r d u z
793	German	*werduz	Wirt	vɪrt	v ɪ r t	217	v ɪ r t - -
794	Dutch	*werduz	waard	ʋaːrt	ʋ aː r t	217	ʋ aː r t - -
#
1559	Proto-Germanic	*werpanan	*werpanan	werpanan	w e r p a n a n	428	w e r p a n a n
1560	German	*werpanan	werfen	vɛrfən	v ɛ r f ə n	428	v ɛ r f ə - - n
1561	English	*werpanan	warp	ʋɔːp	ʋ ɔː p	428	ʋ ɔː - p - - - -
1562	Dutch	*werpanan	werpen	ʋɛrpə	ʋ ɛ r p ə	428	ʋ ɛ r p ə - - -
#
765	Proto-Germanic	*werθanan	*werθanan	werθanan	w e r θ a n a n	210	w e r θ a n a n
766	German	*werθanan	werden	veːrdən	v eː r d ə n	210	v eː r d ə - - n
767	Dutch	*werθanan	worden	ʋɔrdə	ʋ ɔ r d ə	210	ʋ ɔ r d ə - - -
#
1491	Proto-Germanic	*weslon	*weslon	weslon	w e s l o n	409	w e s l o n
1492	German	*weslon	Wiesel	viːzəl	v iː z ə l	409	v iː z - ə l
1493	English	*weslon	weasel	ʋiːzḷ	ʋ iː z ḷ	409	ʋ iː z - ḷ -
1494	Dutch	*weslon	wezel	ʋeːzəl	ʋ eː z ə l	409	ʋ eː z - ə l
#
1318	Proto-Germanic	*westanē	*westanē	westaneː	w e s t a n eː	362	w e s t a n eː
1319	German	*westanē	Westen	vɛstən	v ɛ s t ə n	362	v ɛ s t ə n -
1320	English	*westanē	west	ʋɛst	ʋ ɛ s t	362	ʋ ɛ s t - - -
1321	Dutch	*westanē	westen	ʋɛstə	ʋ ɛ s t ə	362	ʋ ɛ s t ə - -
#
1104	Proto-Germanic	*wextiz	*wextiz	wextiz	w e x t i z	303	w e x t i z
1105	German	*wextiz	Wicht	vɪxt	v ɪ x t	303	v ɪ x t - -
1106	English	*wextiz	wight	ʋaɪt	ʋ aɪ t	303	ʋ aɪ - t - -
#
194	Proto-Germanic	*widuwōn	*widuwōn	widuwoːn	w i d u w oː n	55	w i d u w oː n
195	German	*widuwōn	Witwe	vɪtvə	v ɪ t v ə	55	v ɪ t - v ə -
196	English	*widuwōn	widow	ʋɪdəʊ	ʋ ɪ d əʊ	55	ʋ ɪ d əʊ - - -
197	Dutch	*widuwōn	weduwe	ʋeːdyːʋə	ʋ eː d yː ʋ ə	55	ʋ eː d yː ʋ ə -
#
1555	Proto-Germanic	*wira-aldiz	*wira-aldiz	wira+aldiz	w i r a + a l d i z	427	w i r a - - + a l d i z
1556	German	*wira-aldiz	Welt	vɛlt	v ɛ l t	427	v ɛ - - l t - - - - - -
1557	English	*wira-aldiz	world	ʋɜːld	ʋ ɜː l d	427	ʋ ɜː - - l d - - - - - -
1558	Dutch	*wira-aldiz	wereld	ʋeːrəlt	ʋ eː r ə l t	427	ʋ eː r ə l t - - - - - -
#
139	Proto-Germanic	*wiraz	*wiraz	wiraz	w i r a z	39	w i r a z
140	German	*wiraz	Wehr	veːr	v eː r	39	v eː r - -
141	Dutch	*wiraz	weer	ʋeːr	ʋ eː r	39	ʋ eː r - -
#
1375	Proto-Germanic	*wixslan	*wixslan	wixslan	w i x s l a n	377	w i x s l a n
1376	German	*wixslan	Wechsel	vɛksəl	v ɛ k s ə l	377	v ɛ k s - ə l
1377	Dutch	*wixslan	wissel	ʋɪsəl	ʋ ɪ s ə l	377	ʋ ɪ - s - ə l
#
