# Wordlist

# DATA
ID	CONCEPT	TOKENS	IPA	DOCULECT	COUNTERPART	COGID
385	*xagjaz	h ɛ ʤ	hɛʤ	English	hedge	106
386	*xagjaz	h ɛ x	hɛx	Dutch	heg	106
#
1002	*xaglan	x a g l	xaglan	Proto-Germanic	*xaglan	275
1003	*xaglan	h aː ɡ ə l	haːɡəl	German	Hagel	275
1004	*xaglan	h eɪ l	heɪl	English	hail	275
1005	*xaglan	h aː ɣ ə l	haːɣəl	Dutch	hagel	275
#
753	*xagōn	x a g oː n	xagoːn	Proto-Germanic	*xagōn	207
754	*xagōn	h aː k	haːk	German	Hag	207
755	*xagōn	h ɔː	hɔː	English	haw	207
756	*xagōn	h aː x	haːx	Dutch	haag	207
#
186	*xailjanan	x ai l j a n	xailjanan	Proto-Germanic	*xailjanan	53
187	*xailjanan	h ai l ə n	hailən	German	heilen	53
188	*xailjanan	h iː l	hiːl	English	heal	53
189	*xailjanan	h eː l ə	heːlə	Dutch	helen	53
#
9	*xaimaz	x ai m a z	xaimaz	Proto-Germanic	*xaimaz	3
10	*xaimaz	h ai m	haim	German	Heim	3
11	*xaimaz	h əʊ m	həʊm	English	home	3
12	*xaimaz	h eː m	heːm	Dutch	heem	3
#
565	*xaiθiz	x ai θ i z	xaiθiz	Proto-Germanic	*xaiθiz	155
566	*xaiθiz	h ai d ə	haidə	German	Heide	155
567	*xaiθiz	h iː θ	hiːθ	English	heath	155
#
1248	*xaldanan	x a l d a n	xaldanan	Proto-Germanic	*xaldanan	343
1249	*xaldanan	h a l t ə n	haltən	German	halten	343
1250	*xaldanan	h əʊ l d	həʊld	English	hold	343
1251	*xaldanan	h ɑu d ə	hɑudə	Dutch	houden	343
#
1465	*xaliθz	x a l i θ z	xaliθz	Proto-Germanic	*xaliθz	401
1466	*xaliθz	h ɛ l t	hɛlt	German	Held	401
1467	*xaliθz	h ɛ l t	hɛlt	Dutch	held	401
#
1780	*xallō	x a ll oː	xalloː	Proto-Germanic	*xallō	488
1781	*xallō	h a l ə	halə	German	Halle	488
1782	*xallō	h ɔː l	hɔːl	English	hall	488
1783	*xallō	h ɑ l	hɑl	Dutch	hal	488
#
51	*xalmaz	x a l m a z	xalmaz	Proto-Germanic	*xalmaz	15
52	*xalmaz	h a l m	halm	German	Halm	15
53	*xalmaz	h ɑ l m	hɑlm	Dutch	halm	15
#
304	*xalsaz	x a l s a z	xalsaz	Proto-Germanic	*xalsaz	85
305	*xalsaz	h a l s	hals	German	Hals	85
306	*xalsaz	h ɑ l s	hɑls	Dutch	hals	85
#
435	*xamaraz	x a m a r a z	xamaraz	Proto-Germanic	*xamaraz	120
436	*xamaraz	h a m ə r	hamər	German	Hammer	120
437	*xamaraz	h æ m ə r	hæmər	English	hammer	120
438	*xamaraz	h aː m ə r	haːmər	Dutch	hamer	120
#
529	*xandlōjanan	x a n d l oː j a n	xandloːjanan	Proto-Germanic	*xandlōjanan	145
530	*xandlōjanan	h a n d ə l n	handəln	German	handeln	145
531	*xandlōjanan	h æ n d ḷ	hændḷ	English	handle	145
532	*xandlōjanan	h ɑ n d ə l ə	hɑndələ	Dutch	handelen	145
#
391	*xanduz	x a n d u z	xanduz	Proto-Germanic	*xanduz	108
392	*xanduz	h a n t	hant	German	Hand	108
393	*xanduz	h æ n d	hænd	English	hand	108
394	*xanduz	h ɑ n t	hɑnt	Dutch	hand	108
#
290	*xanxistaz	x a n x i s t a z	xanxistaz	Proto-Germanic	*xanxistaz	81
291	*xanxistaz	h ɛ ŋ s t	hɛŋst	German	Hengst	81
292	*xanxistaz	h ɛ ŋ s t	hɛŋst	Dutch	hengst	81
#
1528	*xarbistuz	x a r b i s t u z	xarbistuz	Proto-Germanic	*xarbistuz	419
1529	*xarbistuz	h ɛ r p s t	hɛrpst	German	Herbst	419
1530	*xarbistuz	h ɑː v ɪ s t	hɑːvɪst	English	harvest	419
1531	*xarbistuz	h ɛ r f s t	hɛrfst	Dutch	herfst	419
#
850	*xariz	x a r i z	xariz	Proto-Germanic	*xariz	234
851	*xariz	h eː r	heːr	German	Heer	234
852	*xariz	h eː r	heːr	Dutch	heer	234
#
450	*xarmaz	x a r m a z	xarmaz	Proto-Germanic	*xarmaz	124
451	*xarmaz	h a r m	harm	German	Harm	124
452	*xarmaz	h ɑː m	hɑːm	English	harm	124
#
488	*xaslaz	x a s l a z	xaslaz	Proto-Germanic	*xaslaz	134
489	*xaslaz	h aː z ə l	haːzəl	German	Hasel	134
490	*xaslaz	h eɪ z ḷ	heɪzḷ	English	hazel	134
491	*xaslaz	h aː z ə l aː r	haːzəlaːr	Dutch	hazelaar	134
#
151	*xattuz	x a tt u z	xattuz	Proto-Germanic	*xattuz	43
152	*xattuz	h uː t	huːt	German	Hut	43
153	*xattuz	h ʊ d	hʊd	English	hood	43
#
251	*xaubudan	x au b u d	xaubudan	Proto-Germanic	*xaubudan	70
252	*xaubudan	h au p t	haupt	German	Haupt	70
253	*xaubudan	h ɛ d	hɛd	English	head	70
254	*xaubudan	h oː f t	hoːft	Dutch	hoofd	70
#
90	*xawwanan	x a ww a n	xawwanan	Proto-Germanic	*xawwanan	26
91	*xawwanan	h auə n	hauən	German	hauen	26
92	*xawwanan	h j uː	hjuː	English	hew	26
93	*xawwanan	h ɑu ʋ ə	hɑuʋə	Dutch	houwen	26
#
808	*xawwjan	x a ww j	xawwjan	Proto-Germanic	*xawwjan	222
809	*xawwjan	h ɔy	hɔy	German	Heu	222
810	*xawwjan	h eɪ	heɪ	English	hay	222
811	*xawwjan	h oː j	hoːj	Dutch	hooi	222
#
1341	*xazwaz	x a z w a z	xazwaz	Proto-Germanic	*xazwaz	368
1342	*xazwaz	h aː r	haːr	German	Haar	368
1343	*xazwaz	h ɛə r	hɛər	English	hair	368
1344	*xazwaz	h aː r	haːr	Dutch	haar	368
#
1696	*xelanan	x e l a n	xelanan	Proto-Germanic	*xelanan	465
1697	*xelanan	h eː l ə n	heːlən	German	hehlen	465
1698	*xelanan	h eː l ə	heːlə	Dutch	helen	465
#
630	*xelmaz	x e l m a z	xelmaz	Proto-Germanic	*xelmaz	174
631	*xelmaz	h ɛ l m	hɛlm	German	Helm	174
632	*xelmaz	h ɛ l m	hɛlm	English	helm	174
633	*xelmaz	h ɛ l m	hɛlm	Dutch	helm	174
#
1443	*xelpanan	x e l p a n	xelpanan	Proto-Germanic	*xelpanan	395
1444	*xelpanan	h ɛ l f ə n	hɛlfən	German	helfen	395
1445	*xelpanan	h ɛ l p	hɛlp	English	help	395
1446	*xelpanan	h ɛ l p ə	hɛlpə	Dutch	helpen	395
#
476	*xelpō	x e l p oː	xelpoː	Proto-Germanic	*xelpō	131
477	*xelpō	h ɪ l f ə	hɪlfə	German	Hilfe	131
478	*xelpō	h ɛ l p	hɛlp	English	help	131
479	*xelpō	h ʉ l p	hʉlp	Dutch	hulp	131
#
1071	*xemenaz	x e m e n a z	xemenaz	Proto-Germanic	*xemenaz	294
1072	*xemenaz	h ɪ m ə l	hɪməl	German	Himmel	294
1073	*xemenaz	h ɛ v ṇ	hɛvṇ	English	heaven	294
1074	*xemenaz	h eː m ə l	heːməl	Dutch	hemel	294
#
484	*xendjō	x e n d j oː	xendjoː	Proto-Germanic	*xendjō	133
485	*xendjō	h ɪ n d ə	hɪndə	German	Hinde	133
486	*xendjō	h aɪ n d	haɪnd	English	hind	133
487	*xendjō	h ɪ n d ə	hɪndə	Dutch	hinde	133
#
574	*xenkōjanan	x e n k oː j a n	xenkoːjanan	Proto-Germanic	*xenkōjanan	158
575	*xenkōjanan	h ɪ ŋ k ə n	hɪŋkən	German	hinken	158
576	*xenkōjanan	h ɪ ŋ k ə	hɪŋkə	Dutch	hinken	158
#
343	*xerdō	x e r d oː	xerdoː	Proto-Germanic	*xerdō	95
344	*xerdō	h eː r d ə	heːrdə	German	Herde	95
345	*xerdō	h ɜː d	hɜːd	English	herd	95
#
111	*xertōn	x e r t oː n	xertoːn	Proto-Germanic	*xertōn	32
112	*xertōn	h ɛ r t͡s	hɛrt͡s	German	Herz	32
113	*xertōn	h ɑː t	hɑːt	English	heart	32
114	*xertōn	h ɑ r t	hɑrt	Dutch	hart	32
#
1509	*xerθaz	x e r θ a z	xerθaz	Proto-Germanic	*xerθaz	414
1510	*xerθaz	h eː r t	heːrt	German	Herd	414
1511	*xerθaz	h ɑː θ	hɑːθ	English	hearth	414
1512	*xerθaz	h aː r t	haːrt	Dutch	haard	414
#
168	*xitō	x i t oː	xitoː	Proto-Germanic	*xitō	48
169	*xitō	h ɪ t͡s ə	hɪt͡sə	German	Hitze	48
170	*xitō	h ɪ t ə	hɪtə	Dutch	hitte	48
#
76	*xlībanan	x l iː b a n	xliːbanan	Proto-Germanic	*xlībanan	22
77	*xlībanan	b l ai b ə n	blaibən	German	bleiben	22
78	*xlībanan	b l ɛɪ v ə	blɛɪvə	Dutch	blijven	22
#
1163	*xnakkaz	x n a kk a z	xnakkaz	Proto-Germanic	*xnakkaz	319
1164	*xnakkaz	n a k ə n	nakən	German	Nacken	319
1165	*xnakkaz	n ɛ k	nɛk	English	neck	319
1166	*xnakkaz	n ɛ k	nɛk	Dutch	nek	319
#
1866	*xnappaz	x n a pp a z	xnappaz	Proto-Germanic	*xnappaz	512
1867	*xnappaz	n a p͡f	nap͡f	German	Napf	512
1868	*xnappaz	n ɑ p	nɑp	Dutch	nap	512
#
1763	*xneusanan	x n eu s a n	xneusanan	Proto-Germanic	*xneusanan	483
1764	*xneusanan	n iː z ə n	niːzən	German	niesen	483
1765	*xneusanan	n iː z ə	niːzə	Dutch	niezen	483
#
346	*xnīgwanan	x n iː g w a n	xniːgwanan	Proto-Germanic	*xnīgwanan	96
347	*xnīgwanan	n ai ɡ ə n	naiɡən	German	neigen	96
348	*xnīgwanan	n ɛɪ ɣ ə	nɛɪɣə	Dutch	neigen	96
#
182	*xrabnaz	x r a b n a z	xrabnaz	Proto-Germanic	*xrabnaz	52
183	*xrabnaz	r aː b ə	raːbə	German	Rabe	52
184	*xrabnaz	r æ v ṇ	rævṇ	English	raven	52
185	*xrabnaz	r aː f	raːf	Dutch	raaf	52
#
840	*xraigrōn	x r ai g r oː n	xraigroːn	Proto-Germanic	*xraigrōn	231
841	*xraigrōn	r aiə r	raiər	German	Reiher	231
842	*xraigrōn	r ɛɪ ɣ ə r	rɛɪɣər	Dutch	reiger	231
#
83	*xrīsan	x r iː s	xriːsan	Proto-Germanic	*xrīsan	24
84	*xrīsan	r ai s	rais	German	Reis	24
85	*xrīsan	r ɛɪ s	rɛɪs	Dutch	rijs	24
#
822	*xrōpanan	x r oː p a n	xroːpanan	Proto-Germanic	*xrōpanan	226
823	*xrōpanan	r uː f ə n	ruːfən	German	rufen	226
824	*xrōpanan	r uː p ə	ruːpə	Dutch	roepen	226
#
1621	*xufan	x u f	xufan	Proto-Germanic	*xufan	445
1622	*xufan	h oː f	hoːf	German	Hof	445
1623	*xufan	h ɔ f	hɔf	Dutch	hof	445
#
432	*xultan	x u l t	xultan	Proto-Germanic	*xultan	119
433	*xultan	h ɔ l t͡s	hɔlt͡s	German	Holz	119
434	*xultan	h ɑu t	hɑut	Dutch	hout	119
#
1140	*xulōjanan	x u l oː j a n	xuloːjanan	Proto-Germanic	*xulōjanan	313
1141	*xulōjanan	h oː l ə n	hoːlən	German	holen	313
1142	*xulōjanan	h aː l ə	haːlə	Dutch	halen	313
#
372	*xunagan	x u n a g	xunagan	Proto-Germanic	*xunagan	103
373	*xunagan	h oː n ɪ x	hoːnɪx	German	Honig	103
374	*xunagan	h ʌ n ɪ	hʌnɪ	English	honey	103
375	*xunagan	h oː n ɪ ŋ	hoːnɪŋ	Dutch	honing	103
#
335	*xundaz	x u n d a z	xundaz	Proto-Germanic	*xundaz	93
336	*xundaz	h ʊ n t	hʊnt	German	Hund	93
337	*xundaz	h aʊ n d	haʊnd	English	hound	93
338	*xundaz	h ɔ n t	hɔnt	Dutch	hond	93
#
622	*xurnan	x u r n	xurnan	Proto-Germanic	*xurnan	172
623	*xurnan	h ɔ r n	hɔrn	German	Horn	172
624	*xurnan	h ɔː n	hɔːn	English	horn	172
625	*xurnan	h oː r n	hoːrn	Dutch	hoorn	172
#
38	*xurstiz	x u r s t i z	xurstiz	Proto-Germanic	*xurstiz	11
39	*xurstiz	h ɔ r s t	hɔrst	German	Horst	11
40	*xurstiz	h ɔ r s t	hɔrst	Dutch	horst	11
#
595	*xuzdan	x u z d	xuzdan	Proto-Germanic	*xuzdan	164
596	*xuzdan	h ɔ r t	hɔrt	German	Hort	164
597	*xuzdan	h ɔː d	hɔːd	English	hoard	164
#
864	*xwerbanan	x w e r b a n	xwerbanan	Proto-Germanic	*xwerbanan	238
865	*xwerbanan	v ɛ r b ə n	vɛrbən	German	werben	238
866	*xwerbanan	ʋ ɛ r v ə	ʋɛrvə	Dutch	werven	238
#
244	*xwerbilaz	x w e r b i l a z	xwerbilaz	Proto-Germanic	*xwerbilaz	68
245	*xwerbilaz	v ɪ r b ə l	vɪrbəl	German	Wirbel	68
246	*xwerbilaz	ʋ ɛ r v ə l	ʋɛrvəl	Dutch	wervel	68
#
1784	*xwīlō	x w iː l oː	xwiːloː	Proto-Germanic	*xwīlō	489
1785	*xwīlō	v ai l ə	vailə	German	Weile	489
1786	*xwīlō	ʋ aɪ l	ʋaɪl	English	while	489
1787	*xwīlō	ʋ ɛɪ l	ʋɛɪl	Dutch	wijl	489
#
349	*xwōstōn	x w oː s t oː n	xwoːstoːn	Proto-Germanic	*xwōstōn	97
350	*xwōstōn	h ʊ s t ə n	hʊstən	German	Husten	97
351	*xwōstōn	h uː s t	huːst	Dutch	hoest	97
#
1888	*xōfaz	x oː f a z	xoːfaz	Proto-Germanic	*xōfaz	518
1889	*xōfaz	h uː f	huːf	German	Huf	518
1890	*xōfaz	h uː f	huːf	English	hoof	518
1891	*xōfaz	h uː f	huːf	Dutch	hoef	518
#
1233	*xōrōn	x oː r oː n	xoːroːn	Proto-Germanic	*xōrōn	339
1234	*xōrōn	h uː r ə	huːrə	German	Hure	339
1235	*xōrōn	h ɔː r	hɔːr	English	whore	339
1236	*xōrōn	h uː r	huːr	Dutch	hoer	339
#
1545	*ēdmaz	eː d m a z	eːdmaz	Proto-Germanic	*ēdmaz	424
1546	*ēdmaz	aː t ə m	aːtəm	German	Atem	424
1547	*ēdmaz	aː d ə m	aːdəm	Dutch	adem	424
#
418	*ēdro	eː d r o	eːdro	Proto-Germanic	*ēdro	115
419	*ēdro	aː d ə r	aːdər	German	Ader	115
420	*ēdro	aː d ə r	aːdər	Dutch	ader	115
#
772	*ēlaz	eː l a z	eːlaz	Proto-Germanic	*ēlaz	212
773	*ēlaz	aː l	aːl	German	Aal	212
774	*ēlaz	iː l	iːl	English	eel	212
775	*ēlaz	aː l	aːl	Dutch	aal	212
#
709	*ūruz	uː r u z	uːruz	Proto-Germanic	*ūruz	195
710	*ūruz	auə r ɔ k s ə	auərɔksə	German	Auerochse	195
711	*ūruz	uː r ɔ s	uːrɔs	Dutch	oeros	195
#
949	*θakan	θ a k	θakan	Proto-Germanic	*θakan	261
950	*θakan	d a x	dax	German	Dach	261
951	*θakan	θ æ ʧ	θæʧ	English	thatch	261
952	*θakan	d ɑ k	dɑk	Dutch	dak	261
#
352	*θankaz	θ a n k a z	θankaz	Proto-Germanic	*θankaz	98
353	*θankaz	d ɛ ŋ k ə n	dɛŋkən	German	denken	98
354	*θankaz	θ ɪ ŋ k	θɪŋk	English	think	98
355	*θankaz	d ɛ ŋ k ə	dɛŋkə	Dutch	denken	98
1195	*θankaz	θ a n k a z	θankaz	Proto-Germanic	*θankaz	328
1196	*θankaz	d a ŋ k	daŋk	German	Dank	328
1197	*θankaz	θ æ ŋ k s	θæŋks	English	thanks	328
1198	*θankaz	d ɑ ŋ k	dɑŋk	Dutch	dank	328
#
142	*θarmaz	θ a r m a z	θarmaz	Proto-Germanic	*θarmaz	40
143	*θarmaz	d a r m	darm	German	Darm	40
144	*θarmaz	d ɑ r m	dɑrm	Dutch	darm	40
#
1802	*θegnaz	θ e g n a z	θegnaz	Proto-Germanic	*θegnaz	494
1803	*θegnaz	d eː ɡ ə n	deːɡən	German	Degen	494
1804	*θegnaz	θ eɪ n	θeɪn	English	thane	494
#
1919	*θegwanōjanan	θ e g w a n oː j a n	θegwanoːjanan	Proto-Germanic	*θegwanōjanan	527
1920	*θegwanōjanan	d iː n ə n	diːnən	German	dienen	527
1921	*θegwanōjanan	d iː n ə	diːnə	Dutch	dienen	527
#
1406	*θegwernō	θ e g w e r n oː	θegwernoː	Proto-Germanic	*θegwernō	385
1407	*θegwernō	d ɪ r n ə	dɪrnə	German	Dirne	385
1408	*θegwernō	d eː r n	deːrn	Dutch	deern	385
#
1273	*θelan	θ e l	θelan	Proto-Germanic	*θelan	350
1274	*θelan	d iː l ə	diːlə	German	Diele	350
1275	*θelan	d eː l	deːl	Dutch	deel	350
#
712	*θengaz	θ e n g a z	θengaz	Proto-Germanic	*θengaz	196
713	*θengaz	d ɪ ŋ	dɪŋ	German	Ding	196
714	*θengaz	θ ɪ ŋ	θɪŋ	English	thing	196
715	*θengaz	d ɪ ŋ	dɪŋ	Dutch	ding	196
#
585	*θenxslō	θ e n x s l oː	θenxsloː	Proto-Germanic	*θenxslō	161
586	*θenxslō	d ai k s ə l	daiksəl	German	Deichsel	161
587	*θenxslō	d ɪ s ə l	dɪsəl	Dutch	dissel	161
#
1713	*θestilaz	θ e s t i l a z	θestilaz	Proto-Germanic	*θestilaz	470
1714	*θestilaz	d ɪ s t ə l	dɪstəl	German	Distel	470
1715	*θestilaz	θ ɪ s ḷ	θɪsḷ	English	thistle	470
1716	*θestilaz	d ɪ s t ə l	dɪstəl	Dutch	distel	470
#
649	*θeubaz	θ eu b a z	θeubaz	Proto-Germanic	*θeubaz	179
650	*θeubaz	d iː p	diːp	German	Dieb	179
651	*θeubaz	θ iː f	θiːf	English	thief	179
652	*θeubaz	d iː f	diːf	Dutch	dief	179
#
225	*θrejez	θ r e j e z	θrejez	Proto-Germanic	*θrejez	63
226	*θrejez	d r ai	drai	German	drei	63
227	*θrejez	θ r iː	θriː	English	three	63
228	*θrejez	d r iː	driː	Dutch	drie	63
#
1006	*θrengwanan	θ r e n g w a n	θrengwanan	Proto-Germanic	*θrengwanan	276
1007	*θrengwanan	d r ɪ ŋ ə n	drɪŋən	German	dringen	276
1008	*θrengwanan	d r ɪ ŋ ə	drɪŋə	Dutch	dringen	276
#
1348	*θreskanan	θ r e s k a n	θreskanan	Proto-Germanic	*θreskanan	370
1349	*θreskanan	d r ɛ ʃ ə n	drɛʃən	German	dreschen	370
1350	*θreskanan	θ r æ ʃ	θræʃ	English	thrash	370
1351	*θreskanan	d ɔ r s ə	dɔrsə	Dutch	dorsen	370
#
1101	*θrēanan	θ r eːa n	θreːanan	Proto-Germanic	*θrēanan	302
1102	*θrēanan	d r eːə n	dreːən	German	drehen	302
1103	*θrēanan	d r aː j ə	draːjə	Dutch	draaien	302
#
547	*θunraz	θ u n r a z	θunraz	Proto-Germanic	*θunraz	150
548	*θunraz	d ɔ n ə r	dɔnər	German	Donner	150
549	*θunraz	θ ʌ n d ə r	θʌndər	English	thunder	150
550	*θunraz	d ɔ n d ə r	dɔndər	Dutch	donder	150
#
1657	*θurnuz	θ u r n u z	θurnuz	Proto-Germanic	*θurnuz	455
1658	*θurnuz	d ɔ r n	dɔrn	German	Dorn	455
1659	*θurnuz	θ ɔː n	θɔːn	English	thorn	455
1660	*θurnuz	d oː r n	doːrn	Dutch	doorn	455
#
611	*θurpan	θ u r p	θurpan	Proto-Germanic	*θurpan	169
612	*θurpan	d ɔ r f	dɔrf	German	Dorf	169
613	*θurpan	d ɔ r p	dɔrp	Dutch	dorp	169
#
64	*θurstuz	θ u r s t u z	θurstuz	Proto-Germanic	*θurstuz	19
65	*θurstuz	d ʊ r s t	dʊrst	German	Durst	19
66	*θurstuz	θ ɜː s t	θɜːst	English	thirst	19
67	*θurstuz	d ɔ r s t	dɔrst	Dutch	dorst	19
#
871	*θwenganan	θ w e n g a n	θwenganan	Proto-Germanic	*θwenganan	240
872	*θwenganan	t͡s v ɪ ŋ ə n	t͡svɪŋən	German	zwingen	240
873	*θwenganan	d ʋ ɪ ŋ ə	dʋɪŋə	Dutch	dwingen	240
#
425	*θūs-undī	t au z ə n t	tauzənt	German	tausend	117
426	*θūs-undī	θ aʊ z ṇ d	θaʊzṇd	English	thousand	117
427	*θūs-undī	d œy z ə n t	dœyzənt	Dutch	duizend	117
